0 0 0.7598 -0.07598 6.93893e-310 0.1 0 0 0 0 0
64 0 0.7598 -0.07598 6.93893e-310 0.1 0 0 0 0 0
116 0 0.7598 -0.07598 6.93893e-310 0.1 0 0 0 0 0
172 0 0.7598 -0.07598 6.93893e-310 0.1 0 0 0 0 0
232 0 0.7598 -0.07598 6.93893e-310 0.1 0 0 0 0 0
288 0 0.7599 -0.07599 6.93893e-310 0.1 0 0 0 0 0
340 0 0.7598 -0.07598 6.93893e-310 0.1 0 0 0 0 0
396 0 0.7597 -0.07597 6.93893e-310 0.1 0 0 0 0 0
448 0 0.7595 -0.07595 6.93893e-310 0.1 0 0 0 0 0
500 0 0.7592 -0.07592 6.93893e-310 0.1 0 0 0 0 0
554 0 0.759 -0.0759 6.93893e-310 0.1 0 0 0 0 0
608 0 0.7587 -0.07587 6.93893e-310 0.1 0 0 0 0 0
660 0 0.7583 -0.07583 6.93893e-310 0.1 0 0 0 0 0
712 0 0.758 -0.0758 6.93893e-310 0.1 0 0 0 0 0
772 0 0.7575 -0.07575 6.93893e-310 0.1 0 0 0 0 0
828 0 0.757 -0.0757 6.93893e-310 0.1 0 0 0 0 0
880 0 0.7563 -0.07563 6.93893e-310 0.1 0 0 0 0 0
928 0 0.7559 -0.07559 6.93893e-310 0.1 0 0 0 0 0
980 0 0.7551 -0.07551 6.93893e-310 0.1 0 0 0 0 0
1032 0 0.7545 -0.07545 6.93893e-310 0.1 0 0 0 0 0
1084 0 0.7536 -0.07536 6.93893e-310 0.1 0 0 0 0 0
1136 0 0.7526 -0.07526 6.93893e-310 0.1 0 0 0 0 0
1188 0 0.7519 -0.07519 6.93893e-310 0.1 0 0 0 0 0
1245 0 0.7507 -0.07507 6.93893e-310 0.1 0 0 0 0 0
1308 0 0.7493 -0.07493 6.93893e-310 0.1 0 0 0 0 0
1368 0 0.7479 -0.07479 6.93893e-310 0.1 0 0 0 0 0
1420 0 0.7463 -0.07463 6.93893e-310 0.1 0 0 0 0 0
1472 0 0.7452 -0.07452 6.93893e-310 0.1 0 0 0 0 0
1524 0 0.7433 -0.07433 6.93893e-310 0.1 0 0 0 0 0
1576 0 0.7412 -0.07412 6.93893e-310 0.1 0 0 0 0 0
1640 0 0.7397 -0.07397 6.93893e-310 0.1 0 0 0 0 0
1696 0 0.7374 -0.07374 6.93893e-310 0.1 0 0 0 0 0
1752 0 0.7348 -0.07348 6.93893e-310 0.1 0 0 0 0 0
1804 0 0.732 -0.0732 6.93893e-310 0.1 0 0 0 0 0
1856 0 0.7289 -0.07289 6.93893e-310 0.1 0 0 0 0 0
1911 0 0.7267 -0.07267 6.93893e-310 0.1 0 0 0 0 0
1968 0 0.7233 -0.07233 6.93893e-310 0.1 0 0 0 0 0
2020 0 0.7195 -0.07195 6.93893e-310 0.1 0 0 0 0 0
2076 0 0.7169 -0.07169 6.93893e-310 0.1 0 0 0 0 0
2128 0 0.7127 -0.07127 6.93893e-310 0.1 0 0 0 0 0
2181 0 0.7082 -0.07082 6.93893e-310 0.1 0 0 0 0 0
2232 0 0.705 -0.0705 6.93893e-310 0.1 0 0 0 0 0
2284 0 0.7 -0.07 6.93893e-310 0.1 0 0 0 0 0
2340 0 0.6947 -0.06947 6.93893e-310 0.1 0 0 0 0 0
2393 0 0.6909 -0.06909 6.93893e-310 0.1 0 0 0 0 0
2444 0 0.685 -0.0685 6.93893e-310 0.1 0 0 0 0 0
2496 0 0.6788 -0.06788 6.93893e-310 0.1 0 0 0 0 0
2556 0 0.6722 -0.06722 6.93893e-310 0.1 0 0 0 0 0
2608 0 0.6676 -0.06676 6.93893e-310 0.1 0 0 0 0 0
2668 0 0.6603 -0.06603 6.93893e-310 0.1 0 0 0 0 0
2720 0 0.6527 -0.06527 6.93893e-310 0.1 0 0 0 0 0
2773 0 0.6473 -0.06473 6.93893e-310 0.1 0 0 0 0 0
2820 0 0.639 -0.0639 6.93893e-310 0.1 0 0 0 0 0
