0 0 0.7598 -0.346469 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
52 0 0.7598 -0.351028 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
104 0 0.7598 -0.355586 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
156 0 0.7598 -0.360145 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
208 0 0.7598 -0.364704 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
260 0 0.7598 -0.369263 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
312 0 0.7598 -0.373822 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
364 0 0.7595 -0.375919 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
416 0 0.7591 -0.379518 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
468 0 0.7584 -0.381429 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
520 0 0.7575 -0.384019 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
572 0 0.7564 -0.386512 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
624 0 0.7555 -0.39219 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
676 0 0.754 -0.391389 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
728 0 0.7522 -0.392767 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
780 0 0.7508 -0.399742 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
832 0 0.7486 -0.397044 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
884 0 0.747 -0.405456 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
936 0 0.7442 -0.399361 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
988 0 0.742 -0.407473 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1040 0 0.7386 -0.401074 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1093 0 0.7347 -0.399853 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1144 0 0.732 -0.41233 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1196 0 0.7274 -0.399899 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1248 0 0.7239 -0.411192 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1300 0 0.7183 -0.396707 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1352 0 0.7121 -0.39354 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1404 0 0.7076 -0.408935 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1456 0 0.7002 -0.387332 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1509 0 0.6947 -0.40375 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1560 0 0.6859 -0.37833 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1612 0 0.6759 -0.368586 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1664 0 0.6688 -0.391878 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1720 0 0.6575 -0.358188 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1776 0 0.6447 -0.344672 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1828 0 0.631 -0.335318 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1880 0 0.6214 -0.366501 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1932 0 0.6062 -0.319898 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
1984 0 0.5952 -0.351069 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2036 0 0.578 -0.298747 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2092 0 0.5657 -0.334582 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2148 0 0.5466 -0.276566 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2196 0 0.5258 -0.257186 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2248 0 0.5115 -0.304195 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2300 0 0.4896 -0.238378 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2352 0 0.4658 -0.215737 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2404 0 0.4494 -0.268404 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2456 0 0.4246 -0.194691 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2508 0 0.3978 -0.169518 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2561 0 0.3794 -0.228615 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2616 0 0.3519 -0.147826 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2668 0 0.3325 -0.203866 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2720 0 0.3031 -0.114955 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2776 0 0.2718 -0.0877754 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2828 0 0.2507 -0.158835 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2880 0 0.2199 -0.071119 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2932 0 0.19 -0.065779 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
2984 0 0.1736 -0.164066 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3036 0 0.1628 -0.203582 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3088 0 0.1549 -0.223432 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3141 0 0.1103 0.0804014 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3196 0 0.0674 0.086127 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3252 0 0.0435 -0.050629 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3304 0 0.015 -0.002244 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3356 0 -0.0124 0.0016354 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3404 0 -0.0286 -0.077703 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3456 0 -0.0529 -0.0036756 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3508 0 -0.0793 0.0249552 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3560 0 -0.0972 -0.0322816 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3616 0 -0.1229 0.0404708 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3668 0 -0.1404 -0.0143618 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3720 0 -0.1658 0.059288 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3772 0 -0.1918 0.0767888 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3824 0 -0.2086 0.0143004 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3876 0 -0.2323 0.0798342 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3928 0 -0.2481 0.0272078 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
3980 0 -0.2709 0.0933432 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4032 0 -0.2937 0.105365 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4084 0 -0.3082 0.0494146 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4141 0 -0.3282 0.103009 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4192 0 -0.3479 0.111636 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4244 0 -0.3603 0.062803 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4296 0 -0.3772 0.107546 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4344 0 -0.3882 0.0691004 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4396 0 -0.4033 0.11009 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4452 0 -0.4129 0.0742626 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4505 0 -0.4258 0.108197 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4560 0 -0.4378 0.109249 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4612 0 -0.4481 0.103398 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4660 0 -0.4538 0.0730356 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4716 0 -0.461 0.0906666 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4768 0 -0.4673 0.0893304 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4820 0 -0.4708 0.0720302 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4872 0 -0.4749 0.0813746 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4928 0 -0.477 0.0696816 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
4980 0 -0.4789 0.07186 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5032 0 -0.4797 0.0665732 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5080 0 -0.4795 0.0616102 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5132 0 -0.478 0.0537282 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5184 0 -0.4763 0.054271 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5236 0 -0.473 0.043224 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5288 0 -0.4685 0.03471 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5340 0 -0.465 0.043675 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5392 0 -0.4593 0.0268158 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
5444 0 -0.4549 0.0376402 6.94019e-310 0.45 0.006 7.75 0.075 0.00125 1.25
